c_custkey,c_nationkey,c_mktsegment,n_name,n_regionkey,o_orderpriority,o_orderstatus
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,5-LOW,F
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,1-URGENT,O
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,1-URGENT,O
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,4-NOTSPECIFIED,O
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,1-URGENT,F
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,4-NOTSPECIFIED,O
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,1-URGENT,P
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,5-LOW,F
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,O
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,1-URGENT,F
custkey_45245,nationkey_1,MACHINERY,ARGENTINA,regionkey_1,4-NOTSPECIFIED,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_139220,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,2-HIGH,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,5-LOW,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,1-URGENT,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,1-URGENT,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,1-URGENT,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,2-HIGH,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,O
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,5-LOW,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,2-HIGH,F
custkey_60547,nationkey_23,FURNITURE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,3-MEDIUM,O
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,3-MEDIUM,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,1-URGENT,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,3-MEDIUM,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,3-MEDIUM,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,2-HIGH,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,5-LOW,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,3-MEDIUM,O
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,3-MEDIUM,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,2-HIGH,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,1-URGENT,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,5-LOW,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,1-URGENT,F
custkey_51881,nationkey_5,AUTOMOBILE,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,2-HIGH,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,O
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,1-URGENT,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,5-LOW,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,O
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,1-URGENT,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,2-HIGH,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,4-NOTSPECIFIED,O
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,O
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,1-URGENT,O
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,1-URGENT,F
custkey_34723,nationkey_4,BUILDING,EGYPT,regionkey_0,3-MEDIUM,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,5-LOW,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,3-MEDIUM,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,5-LOW,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,3-MEDIUM,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,1-URGENT,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,4-NOTSPECIFIED,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,3-MEDIUM,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,3-MEDIUM,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,3-MEDIUM,O
custkey_142742,nationkey_11,BUILDING,IRAQ,regionkey_4,1-URGENT,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,1-URGENT,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,4-NOTSPECIFIED,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,4-NOTSPECIFIED,P
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,1-URGENT,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,3-MEDIUM,P
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,2-HIGH,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,1-URGENT,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,1-URGENT,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,2-HIGH,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,3-MEDIUM,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,1-URGENT,O
custkey_130781,nationkey_15,BUILDING,MOROCCO,regionkey_0,1-URGENT,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,1-URGENT,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,4-NOTSPECIFIED,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,4-NOTSPECIFIED,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,5-LOW,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,5-LOW,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,1-URGENT,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,2-HIGH,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,5-LOW,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,1-URGENT,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,4-NOTSPECIFIED,O
custkey_125786,nationkey_21,BUILDING,VIETNAM,regionkey_2,4-NOTSPECIFIED,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,2-HIGH,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,2-HIGH,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,1-URGENT,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,3-MEDIUM,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,3-MEDIUM,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,5-LOW,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,1-URGENT,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,1-URGENT,O
custkey_100448,nationkey_23,BUILDING,UNITEDKINGDOM,regionkey_3,1-URGENT,O
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,1-URGENT,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,2-HIGH,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,2-HIGH,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,3-MEDIUM,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,3-MEDIUM,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,3-MEDIUM,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,2-HIGH,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,5-LOW,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,2-HIGH,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,2-HIGH,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,5-LOW,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,3-MEDIUM,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,3-MEDIUM,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,4-NOTSPECIFIED,F
custkey_118990,nationkey_11,FURNITURE,IRAQ,regionkey_4,2-HIGH,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,5-LOW,O
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,5-LOW,P
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,1-URGENT,P
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,2-HIGH,P
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,2-HIGH,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,1-URGENT,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,3-MEDIUM,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,5-LOW,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,3-MEDIUM,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,1-URGENT,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,O
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,3-MEDIUM,P
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,5-LOW,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,3-MEDIUM,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,1-URGENT,F
custkey_80239,nationkey_10,BUILDING,IRAN,regionkey_4,4-NOTSPECIFIED,F
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,1-URGENT,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,2-HIGH,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,1-URGENT,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,2-HIGH,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,2-HIGH,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81919,nationkey_0,BUILDING,ALGERIA,regionkey_0,5-LOW,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,5-LOW,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,5-LOW,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_81017,nationkey_3,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,3-MEDIUM,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,1-URGENT,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,1-URGENT,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,2-HIGH,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,2-HIGH,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,4-NOTSPECIFIED,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,1-URGENT,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,4-NOTSPECIFIED,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,2-HIGH,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,1-URGENT,O
custkey_55841,nationkey_15,FURNITURE,MOROCCO,regionkey_0,4-NOTSPECIFIED,O
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,4-NOTSPECIFIED,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,5-LOW,F
custkey_78728,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,1-URGENT,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,3-MEDIUM,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,2-HIGH,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,4-NOTSPECIFIED,F
custkey_75452,nationkey_4,MACHINERY,EGYPT,regionkey_0,5-LOW,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,2-HIGH,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,4-NOTSPECIFIED,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,5-LOW,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,5-LOW,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,2-HIGH,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,4-NOTSPECIFIED,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,2-HIGH,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,4-NOTSPECIFIED,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,5-LOW,F
custkey_63280,nationkey_22,AUTOMOBILE,RUSSIA,regionkey_3,4-NOTSPECIFIED,F
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,2-HIGH,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,5-LOW,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,2-HIGH,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,3-MEDIUM,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,5-LOW,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,2-HIGH,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,1-URGENT,O
custkey_127747,nationkey_16,AUTOMOBILE,MOZAMBIQUE,regionkey_0,4-NOTSPECIFIED,F
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,2-HIGH,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,5-LOW,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,3-MEDIUM,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,1-URGENT,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,1-URGENT,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,5-LOW,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,1-URGENT,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,5-LOW,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,4-NOTSPECIFIED,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,1-URGENT,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,1-URGENT,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,4-NOTSPECIFIED,O
custkey_142333,nationkey_13,BUILDING,JORDAN,regionkey_4,2-HIGH,O
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,1-URGENT,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,1-URGENT,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,3-MEDIUM,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,5-LOW,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,2-HIGH,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,3-MEDIUM,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,2-HIGH,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,5-LOW,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,1-URGENT,F
custkey_52007,nationkey_20,MACHINERY,SAUDIARABIA,regionkey_4,1-URGENT,F
