c_acctbal,o_totalprice
2075.46,100217.07
2075.46,154456.09
2075.46,212828.29
2075.46,178909.92
2075.46,209885.98
2075.46,49932.11
2075.46,119725.14
2075.46,126513.71
2075.46,320892.31
2075.46,110154.77
2075.46,255427.14
3400.21,255476.07
3400.21,202911.63
3400.21,44738.42
3400.21,194109.51
3400.21,93497.9
3400.21,247818.7
3400.21,4667.99
3400.21,210532.71
3400.21,40125.52
3400.21,206097.95
3400.21,19932.79
3400.21,113477.3
3400.21,242948.54
3400.21,224246.02
3400.21,211757.37
3400.21,70007.14
3400.21,214914.09
3400.21,197479.5
3400.21,221154.48
4016.77,186919.06
4016.77,159582.63
4016.77,123073.79
4016.77,29664.22
4016.77,233634.92
4016.77,260111.15
4016.77,153382.52
4016.77,77978.19
4016.77,224716.42
4016.77,155438.12
4016.77,90725.23
4016.77,121825.6
4016.77,95205.09
4016.77,217778.68
4016.77,195431.95
4016.77,257848.2
4016.77,116770.81
4016.77,149963.64
1281.23,81575.71
1281.23,221893.54
1281.23,87249.59
1281.23,262970.25
1281.23,81519.3
1281.23,44531.34
1281.23,119590.35
1281.23,40510.32
1281.23,110430.54
1281.23,20199.38
1281.23,47199.76
1281.23,176132.97
1281.23,307808.25
1281.23,114339.42
1281.23,115871.03
1281.23,43108.26
1281.23,116711.79
1281.23,59642.17
5879.88,160566.24
5879.88,217646.38
5879.88,69751.58
5879.88,208413.53
5879.88,137190.29
5879.88,245934.74
5879.88,191862.03
5879.88,150619.64
5879.88,199147.74
5879.88,47224.87
5879.88,98938.02
5879.88,201421.11
5879.88,166050.87
5879.88,142873.26
5879.88,66322.58
5879.88,9366.81
5879.88,266334.78
5879.88,5194.56
6691.99,200268.8
6691.99,94661.11
6691.99,324755.27
6691.99,37045.53
6691.99,145464.3
6691.99,237355.91
6691.99,80822.32
6691.99,24240.24
6691.99,334475.9
6691.99,54319.89
6691.99,147432.9
6691.99,81361.94
6691.99,89120.4
6691.99,119075.46
6691.99,189230.8
720.03,273104.34
720.03,240741.6
720.03,190148.93
720.03,63741.9
720.03,225013.69
720.03,102960.85
720.03,141627.82
720.03,114973.75
720.03,172776.98
720.03,350799.28
720.03,63092.97
720.03,118172.97
720.03,179649.9
679.12,197579.07
679.12,40145.34
679.12,190301.34
679.12,49787.34
679.12,233681.65
679.12,157801.89
679.12,34046.79
679.12,237650.19
4159.93,169750.96
4159.93,41331.93
4159.93,213959.42
4159.93,79050.98
4159.93,226886.87
4159.93,105461.24
4159.93,219630.66
4159.93,117989.75
4159.93,54409.7
4159.93,79499.11
4159.93,257308.29
4159.93,172677.34
4159.93,147316.9
597.77,209158.6
597.77,73483.33
597.77,68310.81
597.77,327593.36
597.77,221951.55
597.77,200829.57
597.77,11799.04
597.77,274100.79
597.77,87794.77
597.77,277126.24
597.77,169422.09
5999.04,289258.81
5999.04,77188.16
5999.04,94798.91
5999.04,190616.89
5999.04,350024.2
5999.04,118469.86
5999.04,270815.28
5999.04,101834.49
5999.04,261627.23
5999.04,236831.5
5999.04,18838.78
5999.04,68094.08
5999.04,412084.1
5999.04,46903.52
3047.9,5582.37
3047.9,78240.79
3047.9,122558.86
3047.9,157844.23
3047.9,22687.56
3047.9,62400.62
3047.9,163066.15
3047.9,57307.11
3047.9,97008.44
3047.9,140032.78
3047.9,177334.94
3047.9,260565.37
3047.9,35157.08
3047.9,186481.32
3047.9,112403.64
3047.9,292672.31
4733.43,81739.4
4733.43,187240.84
4733.43,109683.59
4733.43,64533.0
4733.43,190598.01
4733.43,215667.35
4733.43,180762.08
1615.65,149345.7
1615.65,135526.37
1615.65,250085.88
1615.65,3436.03
1615.65,200403.71
1615.65,192999.03
1615.65,146458.37
1615.65,116568.88
1615.65,89670.0
1615.65,116379.43
1615.65,342705.5
1615.65,316640.69
1615.65,12710.39
1615.65,53916.37
1615.65,71980.29
1615.65,14779.42
1615.65,138005.06
1615.65,277621.37
1615.65,114473.55
1615.65,11996.88
1615.65,249695.26
1615.65,39038.15
8153.75,208897.04
8153.75,155884.12
8153.75,155849.23
8153.75,266274.3
8153.75,315652.08
8153.75,138154.41
8153.75,75341.13
8153.75,57435.04
8153.75,307386.17
8153.75,174246.79
8153.75,156056.47
8153.75,130212.81
8153.75,1995.96
8153.75,137529.3
8153.75,290924.43
8153.75,164588.5
8153.75,102642.69
6287.33,94874.64
6287.33,125255.68
6287.33,192297.68
6287.33,241906.69
6287.33,211503.76
6287.33,170835.55
6287.33,110310.38
6287.33,167914.75
6287.33,152035.68
6287.33,28478.05
6287.33,92580.7
6287.33,246108.94
6287.33,31263.21
6287.33,207594.62
6287.33,258764.37
6287.33,156366.9
6287.33,62820.29
6552.95,154928.8
6552.95,107027.55
6552.95,193853.69
6552.95,83823.13
6552.95,218709.26
6552.95,6452.75
6552.95,269741.3
6552.95,344787.67
6552.95,149085.99
6552.95,62136.21
6552.95,69221.26
6552.95,187807.84
6552.95,135045.85
6982.99,387039.06
6982.99,172295.22
6982.99,256027.96
6982.99,142934.58
6982.99,123058.14
6982.99,124264.95
6982.99,162512.5
6982.99,166232.5
6982.99,33683.54
6982.99,115966.77
6982.99,59050.14
6982.99,39086.14
6982.99,60520.31
6209.38,277114.41
6209.38,197048.98
6209.38,42757.34
6209.38,169205.9
6209.38,259034.74
6209.38,217447.73
6209.38,35021.87
6209.38,95964.39
6209.38,130126.26
6209.38,50556.44
6209.38,113215.69
6209.38,264750.33
6209.38,86845.99
6209.38,220778.68
6209.38,126283.27
-725.53,127076.68
-725.53,266636.09
-725.53,246800.84
-725.53,36114.03
-725.53,220451.94
-725.53,89128.69
-725.53,236878.68
-725.53,109503.94
-725.53,59271.57
-725.53,188669.5
-725.53,164990.7
-725.53,232976.83
-725.53,71505.61
-725.53,170896.64
-725.53,52239.87
3835.69,274473.76
3835.69,94358.17
3835.69,50768.22
3835.69,304050.56
3835.69,86607.33
3835.69,61310.95
3835.69,188866.02
3835.69,48015.93
3835.69,147662.62
3835.69,79571.33
3835.69,11336.79
3835.69,167533.74
3835.69,89150.93
3835.69,109824.46
3835.69,229370.31
2267.41,41128.94
2267.41,60379.68
2267.41,205155.46
2267.41,27059.93
2267.41,148898.36
2267.41,119100.52
2267.41,165639.97
2267.41,13217.72
2267.41,123893.5
2267.41,140095.67
2267.41,128999.89
2267.41,292159.84
2267.41,105541.86
2267.41,114073.07
2267.41,217070.47
2267.41,95113.38
2267.41,279379.88
2267.41,183513.3
2267.41,107110.83
2267.41,239001.51
2267.41,94119.19
740.47,64879.03
740.47,64164.59
740.47,49854.02
740.47,208731.53
740.47,78680.36
740.47,60969.38
740.47,51186.26
740.47,301791.26
740.47,192783.81
740.47,274750.92
740.47,67547.94
740.47,49142.42
740.47,187401.7
740.47,207401.28
740.47,163741.12
740.47,130530.99
8364.47,363527.74
8364.47,63240.66
8364.47,331175.03
8364.47,171069.92
8364.47,84434.0
8364.47,243877.0
8364.47,44808.94
8364.47,196274.0
8364.47,94533.07
8364.47,279613.57
8364.47,85303.04
8364.47,127930.68
8364.47,114754.01
8364.47,34412.98
8364.47,78586.22
8364.47,193598.84
8364.47,261393.99
8364.47,26912.15
8364.47,1263.46
8349.66,145910.45
8349.66,150717.82
8349.66,234702.61
8349.66,170091.76
8349.66,329844.5
8349.66,249066.35
8349.66,66362.72
8349.66,54661.59
8349.66,246864.76
8349.66,255856.26
8349.66,89677.64
8349.66,114313.09
8349.66,173163.59
8349.66,122166.61
2053.59,242814.56
2053.59,327431.05
2053.59,102739.66
2053.59,273267.08
2053.59,45037.81
2053.59,227161.21
2053.59,19538.25
2053.59,169906.96
2053.59,96678.5
2053.59,185919.85
2053.59,126292.23
2053.59,59133.65
2053.59,204766.96
2053.59,94481.34
2053.59,57889.86
582.47,231996.28
582.47,293814.39
582.47,263456.74
582.47,125153.24
582.47,66464.1
582.47,32600.11
582.47,284268.41
582.47,178853.57
582.47,160397.72
582.47,342767.95
582.47,73408.89
582.47,59596.97
582.47,191436.17
582.47,215880.34
582.47,203090.08
582.47,56266.17
7374.21,238285.02
7374.21,187609.19
7374.21,154101.64
7374.21,207117.28
7374.21,144985.9
7374.21,39337.16
7374.21,209158.85
7374.21,215036.39
7374.21,100730.82
7374.21,152113.57
7374.21,114807.12
7374.21,266797.52
7374.21,193854.04
7374.21,329640.58
7374.21,104093.06
7374.21,231198.37
7374.21,161000.24
7374.21,16069.21
7374.21,289969.21
7374.21,117393.3
7374.21,6835.48
3880.65,275458.59
3880.65,88248.46
3880.65,27497.22
3880.65,119335.72
3880.65,100273.55
3880.65,143757.68
3880.65,122168.1
3880.65,105698.16
3880.65,214299.42
8504.69,20524.05
8504.69,60621.03
8504.69,219981.75
8504.69,12954.02
8504.69,16204.27
8504.69,260019.55
8504.69,249377.17
8504.69,91000.8
8504.69,229511.45
8504.69,146057.54
8504.69,68734.2
8504.69,280029.85
8504.69,86990.89
6963.77,6234.62
6963.77,72843.99
6963.77,63002.87
6963.77,175002.3
6963.77,70138.84
6963.77,283455.49
6963.77,240674.09
6963.77,161373.73
6963.77,129031.44
6963.77,93788.47
6963.77,192374.77
6963.77,82649.41
6963.77,86892.39
6963.77,9853.66
6963.77,142292.37
6963.77,132628.97
7499.2,144948.93
7499.2,174604.61
7499.2,257953.21
7499.2,184999.71
7499.2,109691.85
7499.2,245475.99
7499.2,16087.52
7499.2,47750.13
7499.2,103176.65
7499.2,223058.06
7499.2,179351.69
7499.2,22129.96
7499.2,202259.82
7499.2,215712.06
3478.68,184792.22
3478.68,322846.34
3478.68,49492.94
3478.68,88485.26
3478.68,154632.08
3478.68,261319.35
3478.68,224318.11
3478.68,48661.22
3478.68,49089.22
3478.68,329019.99
3478.68,86293.67
3478.68,140181.51
3478.68,210596.33
3478.68,7278.92
3478.68,237871.82
3478.68,316194.16
1696.66,125913.68
1696.66,321191.35
1696.66,17782.22
1696.66,106247.66
1696.66,228152.81
1696.66,70733.17
1696.66,127178.59
1696.66,232866.53
1696.66,253278.1
1696.66,179138.13
1696.66,181796.38
1696.66,9209.87
1696.66,199341.68
1696.66,142288.42
1696.66,95773.9
1696.66,207446.55
1696.66,233246.72
1696.66,147565.47
1696.66,170948.65
1696.66,206423.57
1696.66,157191.76
1696.66,109404.0
2070.17,95627.65
2070.17,158544.42
2070.17,82845.53
2070.17,90389.03
2070.17,66583.45
2070.17,80294.41
2070.17,78197.13
2070.17,77024.63
2070.17,120038.18
2070.17,41705.43
1408.3,272448.15
1408.3,70294.13
1408.3,218694.17
1408.3,122259.76
1408.3,97264.45
1408.3,26630.1
1408.3,70193.24
1408.3,95965.94
1408.3,101175.98
8482.48,290795.96
8482.48,80920.11
8482.48,58943.74
8482.48,56900.13
8482.48,126237.19
8482.48,198477.82
8482.48,269118.19
8482.48,245811.42
8482.48,122017.71
8482.48,12807.6
8482.48,55260.44
8482.48,140058.54
8482.48,150722.29
8482.48,160000.39
8482.48,186337.82
1852.66,8371.16
1852.66,46529.31
1852.66,208301.96
1852.66,245901.46
1852.66,239756.38
1852.66,120706.15
1852.66,290589.97
1852.66,121369.55
1852.66,212061.77
1852.66,277911.46
1852.66,71813.35
1852.66,21966.13
1852.66,125494.9
1852.66,52916.25
1852.66,168854.08
1852.66,5129.89
1852.66,81748.69
1852.66,69497.02
1852.66,55462.96
1852.66,111623.85
1852.66,87256.14
1852.66,38683.66
1852.66,276003.22
2812.24,207939.78
2812.24,11814.58
2812.24,183477.75
2812.24,33687.59
2812.24,272338.18
2812.24,138468.25
2812.24,126696.81
2812.24,73605.66
2812.24,36319.59
2812.24,244699.64
2812.24,160360.91
2812.24,17690.87
2812.24,59701.21
2812.24,157496.62
2812.24,203843.31
8577.02,263496.94
8577.02,257747.36
8577.02,147687.18
8577.02,115451.59
8577.02,86764.13
8577.02,288047.43
8577.02,236932.01
8577.02,6447.5
8577.02,239494.52
8577.02,35135.16
8577.02,182729.24
8577.02,109772.29
8577.02,127269.33
4749.19,162633.33
4749.19,271582.86
4749.19,112147.21
4749.19,179719.62
4749.19,167046.17
4749.19,237952.66
4749.19,66067.35
4749.19,269819.79
4749.19,27352.82
4749.19,112106.56
4749.19,196094.46
4749.19,153614.42
4749.19,175601.16
4749.19,21270.14
4749.19,359534.36
4749.19,286828.66
4749.19,1482.68
4749.19,42011.7
4749.19,203563.68
6557.24,183570.73
6557.24,374095.82
6557.24,292979.83
6557.24,182996.61
6557.24,52431.35
6557.24,250905.87
6557.24,398334.0
6557.24,56401.8
6557.24,116432.96
6557.24,75017.71
6637.16,53387.3
6637.16,276864.95
6637.16,93902.81
6637.16,125844.1
6637.16,262511.45
6637.16,210218.48
6637.16,82318.78
6637.16,74520.11
6637.16,6119.43
6637.16,116136.1
6637.16,63116.93
6637.16,14204.89
6637.16,55591.35
6637.16,244229.5
6637.16,135930.66
6637.16,120419.12
6637.16,113520.58
6637.16,177193.87
6637.16,45062.47
1765.46,212854.39
1765.46,218767.13
1765.46,178886.15
1765.46,197213.18
1765.46,265347.92
1765.46,146493.45
1765.46,152141.2
1765.46,109588.6
1765.46,94373.32
1765.46,3752.06
8813.08,69355.15
8813.08,259646.55
8813.08,116053.5
8813.08,98378.3
8813.08,204905.72
8813.08,133273.48
8813.08,167522.41
8813.08,62310.34
5208.95,15414.84
5208.95,267551.18
5208.95,290705.02
5208.95,62200.23
5208.95,146745.37
5208.95,179215.83
5208.95,111805.25
5208.95,278055.35
5208.95,181286.54
5208.95,15241.98
5208.95,275308.1
5208.95,107134.96
5208.95,137725.11
5208.95,278033.71
5208.95,65636.73
5208.95,283486.85
5208.95,184105.77
6353.73,42467.04
6353.73,219590.9
6353.73,235062.92
6353.73,164451.03
6353.73,138043.09
6353.73,27918.47
6353.73,216049.02
6353.73,42227.24
6353.73,120532.01
6353.73,119549.4
6353.73,201178.4
6353.73,121497.55
6353.73,111458.85
4520.33,115696.09
4520.33,135654.7
4520.33,188569.96
4520.33,88782.01
4520.33,247050.85
4520.33,190292.76
4520.33,162938.79
4520.33,25883.29
4520.33,293414.18
4520.33,319786.45
4520.33,154910.93
4520.33,14330.86
4520.33,202118.46
4520.33,22250.09
5185.93,95996.79
5185.93,90896.47
5185.93,98457.27
5185.93,115142.1
5185.93,34679.14
5185.93,126183.52
5185.93,199723.41
471.09,263685.36
471.09,187234.6
471.09,110739.68
471.09,294838.63
471.09,203059.06
471.09,2666.46
471.09,217440.73
471.09,199244.7
471.09,113983.18
471.09,269718.0
471.09,128785.23
471.09,47518.7
471.09,177108.56
471.09,204170.49
471.09,82161.79
471.09,175789.38
9839.33,108488.92
9839.33,166320.57
9839.33,149527.71
9839.33,108320.13
9839.33,27460.71
9839.33,317547.69
9839.33,97273.01
9839.33,4319.71
9839.33,190077.65
9839.33,22391.26
9839.33,47520.46
9839.33,59596.18
3780.52,95893.56
3780.52,10470.61
3780.52,325315.87
3780.52,281316.38
3780.52,193079.45
3780.52,245532.83
3780.52,137429.78
3780.52,108553.27
3780.52,105216.75
3780.52,207425.25
3780.52,142557.56
3780.52,100777.46
3780.52,314185.78
3780.52,248617.73
3780.52,322023.86
-538.75,391712.29
-538.75,289310.61
-538.75,140947.4
-538.75,34880.36
-538.75,48150.01
-538.75,121996.09
-538.75,138441.69
-538.75,200925.84
-538.75,39743.41
-538.75,137613.33
-538.75,93506.19
-538.75,109594.9
-538.75,8782.43
-538.75,217819.31
-538.75,90939.61
-538.75,97565.68
5006.34,123458.9
5006.34,178484.14
5006.34,232960.05
5006.34,89482.58
5006.34,384513.36
5006.34,78271.47
5006.34,107184.72
5006.34,72785.44
5006.34,9511.86
5006.34,121513.76
5006.34,318700.61
5006.34,202229.96
5006.34,216014.94
5741.93,54057.52
5741.93,70359.03
5741.93,172580.02
5741.93,55089.53
5741.93,23841.19
5741.93,53447.11
5741.93,144649.73
1730.63,193504.45
1730.63,57766.29
1730.63,231158.37
1730.63,184933.83
1730.63,45915.18
1730.63,333231.76
1730.63,40367.7
1730.63,22571.93
1730.63,229088.23
1730.63,34693.12
3828.13,191292.01
3828.13,92111.42
3828.13,183577.09
3828.13,158702.55
3828.13,116679.83
3828.13,96954.17
3828.13,51226.06
3828.13,169465.28
8726.93,170161.74
8726.93,157409.11
8726.93,3343.17
8726.93,232185.19
8726.93,42307.1
8726.93,88378.31
8726.93,195997.19
8726.93,33061.66
8726.93,177650.11
8726.93,11735.84
8726.93,19504.79
8726.93,278786.07
8726.93,45609.73
8726.93,139512.29
25.65,140177.23
25.65,288433.32
25.65,167384.49
25.65,73564.6
25.65,79391.48
25.65,70135.62
25.65,7673.61
25.65,125761.97
25.65,75890.28
25.65,29113.08
25.65,156704.63
25.65,219057.0
25.65,151736.28
25.65,405714.32
8468.15,137558.3
8468.15,28392.34
8468.15,63486.33
8468.15,214430.35
8468.15,147433.12
8468.15,155617.88
8468.15,201133.78
8468.15,119901.96
8468.15,245053.3
8468.15,33577.06
8468.15,209509.57
8468.15,283355.56
8468.15,179290.61
8468.15,151146.38
4974.47,241472.44
4974.47,56511.06
4974.47,158309.3
4974.47,77224.59
4974.47,55115.02
4974.47,194003.42
4974.47,65739.81
4974.47,46196.51
4974.47,109440.59
4974.47,185608.38
4974.47,118865.17
2638.46,247167.3
2638.46,87847.34
2638.46,243324.92
2638.46,207271.71
2638.46,98432.67
2638.46,71189.29
2638.46,135237.52
2638.46,76091.94
2638.46,90846.77
2638.46,136207.02
2638.46,262170.98
2638.46,42465.56
2638.46,205290.83
2638.46,102077.74
2638.46,167015.73
8674.55,200076.59
8674.55,331199.85
8674.55,180140.8
8674.55,245282.73
8674.55,184803.26
8674.55,134170.92
8674.55,269575.94
8674.55,316684.35
8674.55,305541.87
8674.55,233415.7
8674.55,330748.79
8674.55,163721.13
8674.55,63122.17
8674.55,166404.06
8674.55,121798.92
8674.55,195126.09
8674.55,128071.51
8674.55,107449.27
-694.79,194543.0
-694.79,74767.98
-694.79,116991.33
-694.79,220433.01
-694.79,280233.0
-694.79,26060.82
-694.79,187334.91
-694.79,103625.35
-694.79,328287.85
-694.79,160381.77
-694.79,33352.36
-694.79,177977.38
-694.79,231418.25
-694.79,189657.12
-694.79,197556.46
-694.79,40174.89
-694.79,236022.15
-694.79,230167.35
-694.79,265503.97
7279.78,141326.37
7279.78,24083.18
7279.78,93755.42
7279.78,26616.1
7279.78,62887.44
7279.78,189811.76
7279.78,178074.95
7279.78,83247.53
7279.78,330471.65
7279.78,178483.41
7279.78,161932.93
7279.78,215323.15
5829.87,45696.66
5829.87,142519.69
5829.87,162795.12
5829.87,267843.24
5829.87,99575.85
5829.87,260288.96
5829.87,164771.73
5829.87,260193.7
5829.87,21316.42
5829.87,51504.94
5829.87,308654.95
5829.87,106868.54
1911.84,191610.38
1911.84,308521.63
1911.84,251538.84
1911.84,110918.21
1911.84,35284.5
1911.84,83118.57
1911.84,87702.4
1911.84,138146.97
1911.84,196615.57
1911.84,115290.15
1911.84,157480.72
1911.84,194649.58
1911.84,241813.31
1911.84,162577.45
1911.84,231476.99
5525.71,50323.28
5525.71,110161.49
5525.71,15187.22
5525.71,241679.42
5525.71,95008.4
5525.71,206084.38
5525.71,246534.32
5525.71,108098.11
5525.71,103207.4
5525.71,265515.05
5525.71,218289.19
5525.71,112427.08
5525.71,186454.09
1315.52,135756.36
1315.52,61911.87
1315.52,17797.35
1315.52,350867.14
1315.52,86019.78
1315.52,233505.25
1315.52,56282.5
1315.52,208443.71
5605.57,136084.12
5605.57,122736.56
5605.57,24281.93
5605.57,136417.19
5605.57,153011.02
5605.57,326747.83
5605.57,158250.41
5605.57,103086.76
5605.57,183612.92
5605.57,129770.13
5605.57,112767.73
5605.57,192284.09
5605.57,150894.62
5605.57,125641.04
5605.57,209247.94
7937.06,222521.58
7937.06,218190.93
7937.06,225932.34
7937.06,258557.7
7937.06,136179.64
7937.06,165159.83
7937.06,245175.75
7937.06,103894.26
7937.06,140504.87
7937.06,5221.81
3644.84,156088.41
3644.84,198861.58
3644.84,247420.14
3644.84,96741.35
3644.84,111110.81
3644.84,67390.14
3644.84,147053.25
3644.84,60369.15
9716.91,17220.28
9716.91,65240.74
9716.91,89753.9
9716.91,172213.61
9716.91,320171.44
9716.91,91887.54
9716.91,39789.33
9716.91,254903.61
9716.91,315846.13
9716.91,122931.88
9716.91,54969.3
9716.91,138211.21
9716.91,213447.35
9716.91,209323.29
9716.91,167737.42
9716.91,212692.3
9716.91,95261.69
9716.91,307470.88
9716.91,152179.37
5727.97,134871.68
5727.97,55465.03
5727.97,222287.85
5727.97,34311.0
5727.97,105116.8
5727.97,224747.41
5727.97,218716.13
5727.97,17968.6
5727.97,173378.61
5727.97,161445.94
5528.75,263015.72
5528.75,263656.76
5528.75,280897.08
5528.75,217556.67
5528.75,131381.38
5528.75,99423.21
5528.75,91165.08
5528.75,186717.85
5528.75,116629.55
5528.75,50574.28
5528.75,65510.45
5528.75,31167.09
5528.75,141033.17
5528.75,68590.87
5528.75,312256.68
5528.75,125081.98
7757.22,97076.29
7757.22,126235.11
7757.22,52288.22
7757.22,222297.62
7757.22,352440.16
7757.22,107635.35
7757.22,251707.67
7757.22,300214.08
7757.22,139829.45
7757.22,104832.19
7757.22,156180.87
7757.22,52292.71
7757.22,58585.28
7757.22,53893.18
7757.22,9942.9
7757.22,37374.19
7757.22,227447.65
7757.22,147737.55
7757.22,44695.1
7757.22,84581.93
7757.22,101889.95
5380.07,307376.97
5380.07,126653.27
5380.07,206433.52
5380.07,199657.69
5380.07,200130.46
5380.07,50087.62
5380.07,69596.79
5380.07,197452.97
5380.07,127657.64
5380.07,68550.31
5380.07,213268.47
5380.07,40277.26
5380.07,160595.34
5380.07,122287.71
5380.07,121546.95
5380.07,88274.78
5380.07,144146.83
4868.95,302250.12
4868.95,228865.64
4868.95,159392.49
4868.95,168382.2
4868.95,179999.88
4868.95,43021.88
4868.95,170911.44
4868.95,159474.53
4868.95,185130.65
4868.95,229254.33
4868.95,267723.69
4868.95,173232.54
4868.95,191014.38
4868.95,94450.84
4868.95,292534.53
4868.95,183940.93
4868.95,357684.95
4868.95,59842.0
4868.95,103153.37
6227.45,99129.2
6227.45,282429.88
6227.45,66971.15
6227.45,320111.83
6227.45,263463.05
6227.45,49891.86
6227.45,30717.52
6227.45,100298.76
6227.45,163090.45
6227.45,195295.6
6227.45,338543.49
6227.45,237471.04
6227.45,78135.29
6227.45,268155.7
6227.45,228554.06
6227.45,339599.45
6227.45,207877.49
6227.45,284702.32
6227.45,190700.68
6227.45,267075.84
6227.45,29237.23
6227.45,142498.85
6227.45,161864.29
6227.45,308494.34
3336.37,89532.64
3336.37,346868.59
3336.37,158286.46
3336.37,209280.27
3336.37,120975.68
3336.37,69354.92
3336.37,202610.73
3336.37,234592.8
3336.37,120449.93
3336.37,228850.52
3336.37,212117.65
3336.37,130221.05
3336.37,293711.8
3336.37,182594.24
3336.37,177122.56
3336.37,198634.53
3336.37,225109.89
4390.6,134127.65
4390.6,130015.53
4390.6,266504.78
4390.6,299522.18
4390.6,187433.47
4390.6,215397.7
4390.6,73644.0
4390.6,115863.66
4390.6,26973.45
4390.6,60991.03
4390.6,88479.4
4390.6,188355.65
4390.6,160376.11
4390.6,97861.98
4390.6,117130.52
4390.6,75700.56
2697.8,48110.74
2697.8,247251.67
2697.8,210582.21
2697.8,94960.87
2697.8,201729.46
2697.8,116397.11
2697.8,63434.34
2697.8,123454.11
2697.8,100940.58
2697.8,33405.46
2697.8,139225.0
2697.8,142742.43
2697.8,126044.71
2697.8,137052.74
2697.8,264031.09
2697.8,73995.85
4001.84,271169.31
4001.84,170173.12
4001.84,196367.97
4001.84,54336.8
4001.84,57911.62
4001.84,69553.23
4001.84,250982.51
4001.84,91809.15
4001.84,9643.98
4001.84,216658.51
4001.84,195189.7
4001.84,280555.64
4001.84,95362.44
4001.84,291829.5
4001.84,63753.94
6290.98,68820.73
6290.98,236546.63
6290.98,222471.95
6290.98,217234.23
6290.98,143907.28
6290.98,140273.3
6290.98,103233.36
6290.98,290748.57
6290.98,207876.69
6290.98,196545.02
6290.98,118400.69
6290.98,139796.58
6290.98,81030.47
5003.96,84395.97
5003.96,138590.73
5003.96,43159.63
5003.96,30093.81
5003.96,255856.03
5003.96,156968.23
5003.96,222628.64
5003.96,143741.32
5003.96,222068.1
5003.96,58947.82
5003.96,263138.69
5003.96,202724.48
5003.96,100845.44
5003.96,31301.61
8757.23,166711.76
8757.23,214293.59
8757.23,124765.34
8757.23,275533.51
8757.23,113709.55
8757.23,219926.39
8757.23,154523.38
8757.23,133497.41
8757.23,199170.63
8757.23,254359.08
8757.23,227503.8
5225.76,69625.19
5225.76,82681.92
5225.76,128155.54
5225.76,82593.62
5225.76,249772.19
5225.76,37603.05
5225.76,164813.25
5225.76,157060.03
5225.76,49194.6
5225.76,287257.3
5225.76,223771.34
5225.76,146525.33
5225.76,208413.54
5225.76,227288.92
6620.3,184284.31
6620.3,73827.37
6620.3,104003.11
6620.3,1713.02
6620.3,136308.65
6620.3,140298.44
6620.3,50344.35
5542.71,94366.91
5542.71,57918.21
5542.71,11534.47
5542.71,150998.99
5542.71,173444.06
5542.71,64533.32
5542.71,168703.47
5542.71,297346.88
5542.71,237352.75
5542.71,283287.24
5542.71,237326.87
5542.71,114028.73
5542.71,255181.78
5542.71,193144.53
659.88,213757.53
659.88,200230.35
659.88,223760.8
659.88,339088.58
659.88,56223.01
659.88,205772.74
659.88,21639.95
659.88,186917.35
659.88,56440.9
659.88,160354.78
659.88,99373.75
659.88,110833.41
659.88,262746.11
659.88,202460.79
659.88,78374.57
659.88,90408.35
9637.06,109115.38
9637.06,40857.21
9637.06,93807.48
9637.06,191838.7
9637.06,30536.39
9637.06,179589.88
9637.06,38645.78
9637.06,241895.38
9637.06,103993.28
9637.06,279008.2
9637.06,294164.92
9637.06,154748.57
9637.06,13308.82
9637.06,200490.65
9637.06,203584.54
9637.06,59108.9
9637.06,86162.93
1588.23,311851.6
1588.23,77731.61
1588.23,163858.96
1588.23,334873.1
1588.23,270663.39
1588.23,236862.53
1588.23,42140.91
1588.23,105079.35
1588.23,88663.0
1588.23,206090.19
1588.23,171877.81
1588.23,124549.65
1588.23,333396.25
1588.23,173809.07
1588.23,47004.52
1588.23,48537.56
186.49,169276.45
186.49,138218.08
186.49,33400.67
186.49,190297.75
186.49,97337.58
186.49,73025.44
186.49,220884.38
186.49,300658.66
186.49,137437.88
186.49,282034.6
186.49,73342.64
186.49,78717.69
186.49,24167.38
186.49,57460.64
186.49,97695.78
186.49,204649.09
2752.81,134750.91
2752.81,13497.46
2752.81,107425.82
2752.81,130170.67
2752.81,87824.63
2752.81,163352.81
2752.81,173398.59
2752.81,17543.35
2752.81,255691.83
2752.81,109197.23
2752.81,297611.65
2752.81,267762.3
2752.81,284606.94
2752.81,274673.26
2752.81,8725.84
2752.81,208517.63
2752.81,214851.72
2752.81,306232.05
2752.81,51288.06
2752.81,71595.03
2752.81,141879.23
8088.36,409058.91
8088.36,240439.24
8088.36,182116.96
8088.36,203903.19
8088.36,157735.17
8088.36,10827.07
8088.36,50761.84
8088.36,16677.04
8088.36,261221.13
8088.36,101695.3
8088.36,37894.74
8088.36,284842.57
8088.36,69559.47
8088.36,336276.15
3435.5,222196.44
3435.5,58341.83
3435.5,61014.88
3435.5,248270.69
3435.5,290046.41
3435.5,121450.91
3435.5,45260.78
3435.5,148057.98
3435.5,181690.09
3435.5,34326.44
3435.5,71102.33
3435.5,184457.08
3435.5,138021.66
3435.5,81678.92
3435.5,165563.37
3435.5,164457.16
4742.58,95591.63
4742.58,173652.38
4742.58,52419.9
4742.58,260317.76
4742.58,146066.41
4742.58,233746.25
4742.58,196754.26
4742.58,137415.22
4742.58,97773.78
4742.58,187680.95
4742.58,8622.41
4742.58,139686.59
4742.58,269663.51
4742.58,42078.04
4742.58,187856.38
