Gender,AreaCode,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
F,ac970,BAYFIELD,CO,zip81122,M,Y,30000,4.63,0,0,0
F,ac769,MOOREVILLE,MS,zip38857,M,N,40000,5.0,0,12000,0
F,ac763,HUNTLEY,MN,zip56047,S,Y,40000,6.3900213,3300,0,3300
M,ac971,ONTARIO,OR,zip97914,M,Y,15000,9.0,0,318,159
M,ac301,HENDERSON,MD,zip21640,S,Y,20000,4.75,2400,0,2400
M,ac501,PROCTOR,AR,zip72376,S,N,5000,1.3826938999999998,20,0,0
F,ac406,SWEET_GRASS,MT,zip59484,S,Y,20000,6.9,1900,0,1900
M,ac484,SHREWSBURY,PA,zip17361,M,Y,40000,3.07,0,0,0
M,ac808,LAHAINA,HI,zip96767,M,N,55000,8.25,0,2080,0
F,ac701,MARSHALL,ND,zip58644,S,N,10000,2.1,3300,0,0
M,ac443,ROHRERSVILLE,MD,zip21779,S,N,100000,4.75,2400,0,0
M,ac860,PRESTON,CT,zip6365,M,Y,20000,5.0,0,24500,0
M,ac301,HANOVER,MD,zip21098,S,Y,40000,4.75,2400,0,2400
M,ac208,CALDWELL,ID,zip83607,M,N,55000,7.8,0,6600,0
M,ac702,LAS_VEGAS,NV,zip89173,M,N,50000,0.0,0,0,0
F,ac857,BOSTON,MA,zip2222,M,N,45000,5.3,0,7150,0
M,ac831,SAN_FRANCISCO,CA,zip94111,S,N,5000,1.0,87,0,0
F,ac801,LYMAN,UT,zip84749,S,Y,95000,7.0,2475,0,2475
M,ac605,CUSTER,SD,zip57730,M,N,40000,0.0,0,0,0
M,ac615,GLADEVILLE,TN,zip37071,M,N,60000,0.0,0,0,0
F,ac208,BOISE,ID,zip83720,S,Y,100000,7.8,3300,0,3300
F,ac989,ECKERMAN,MI,zip49728,M,Y,70000,3.9,0,6200,3100
F,ac775,LAS_VEGAS,NV,zip89169,M,Y,80000,0.0,0,0,0
F,ac925,ONTARIO,CA,zip91764,M,N,95000,9.3,0,174,0
F,ac207,GARDINER,ME,zip4345,M,Y,85000,8.5,0,5700,2850
F,ac505,CERRO,NM,zip87519,M,Y,90000,5.3,0,6600,3300
F,ac802,BETHEL,VT,zip5032,S,N,95000,4.8951945,3300,0,0
M,ac308,MORRILL,NE,zip69358,M,Y,65000,6.84,0,206,103
F,ac505,PICACHO,NM,zip88343,M,Y,20000,5.3,0,6600,3300
F,ac864,SULLIVANS_ISLAND,SC,zip29482,S,N,25000,7.0,3300,0,0
M,ac401,GREENVILLE,RI,zip2828,S,N,20000,0.0,0,0,0
F,ac865,MEMPHIS,TN,zip38115,S,N,100000,0.0,0,0,0
M,ac208,BOISE,ID,zip83716,M,Y,100000,7.8,0,6600,3300
M,ac712,BOONE,IA,zip50036,S,Y,85000,8.98,40,0,40
F,ac814,DE_LANCEY,PA,zip15733,M,N,25000,3.07,0,0,0
M,ac724,JACKSON,PA,zip18825,M,Y,65000,3.07,0,0,0
M,ac601,JACKSON,MS,zip39298,S,N,65000,5.0,6000,0,0
M,ac858,RANCHO_PALOS_VERDES,CA,zip90275,M,N,45000,9.3,0,174,0
F,ac603,MERIDEN,NH,zip3770,M,N,35000,0.0,0,0,0
M,ac234,HARBOR_VIEW,OH,zip43434,S,N,10000,0.8779744,1300,0,0
M,ac623,LITCHFIELD_PARK,AZ,zip85340,S,N,40000,3.335,2100,0,0
F,ac651,CHATFIELD,MN,zip55923,S,N,30000,5.8564034000000005,3300,0,0
M,ac307,LYSITE,WY,zip82642,S,Y,85000,0.0,0,0,0
F,ac530,SPRING_VALLEY,CA,zip91978,S,N,65000,9.3,87,0,0
M,ac240,BALTIMORE,MD,zip21230,S,Y,25000,4.75,2400,0,2400
F,ac940,COMBES,TX,zip78535,S,Y,85000,0.0,0,0,0
M,ac302,BRIDGEVILLE,DE,zip19933,S,N,80000,5.95,110,0,0
F,ac510,MOUNT_HAMILTON,CA,zip95140,S,N,65000,9.3,87,0,0
F,ac804,POQUOSON,VA,zip23662,S,Y,70000,5.75,900,0,900
F,ac302,WILMINGTON,DE,zip19898,M,Y,95000,5.95,0,220,110
F,ac571,CLAUDVILLE,VA,zip24076,S,Y,85000,5.75,900,0,900
M,ac870,SHERRILL,AR,zip72152,M,Y,25000,6.16338,0,40,20
M,ac215,HOLMES,PA,zip19098,M,N,25000,3.07,0,0,0
F,ac505,LORDSBURG,NM,zip88045,S,Y,75000,5.3,3300,0,3300
M,ac302,ODESSA,DE,zip19730,M,Y,40000,4.586364,0,220,110
M,ac270,REGINA,KY,zip41559,M,N,100000,6.0,0,40,0
F,ac951,OXNARD,CA,zip93035,M,Y,50000,9.3,0,174,272
F,ac720,TIMNATH,CO,zip80547,M,N,85000,4.63,0,0,0
F,ac806,LONGVIEW,TX,zip75604,S,N,35000,0.0,0,0,0
M,ac402,STAPLEHURST,NE,zip68439,S,N,35000,6.84,103,0,0
F,ac731,MCMINNVILLE,TN,zip37110,S,Y,65000,0.0,0,0,0
M,ac724,ROARING_BRANCH,PA,zip17765,M,Y,40000,3.07,0,0,0
M,ac406,MISSOULA,MT,zip59802,S,Y,35000,6.9,1900,0,1900
F,ac202,WASHINGTON,DC,zip20090,M,N,35000,9.0,0,2740,0
F,ac607,PAVILION,NY,zip14525,S,Y,70000,4.359146,0,0,1000
F,ac319,SWEA_CITY,IA,zip50590,M,Y,100000,8.98,0,80,40
F,ac763,KNIFE_RIVER,MN,zip55609,M,N,60000,7.4572573,0,6600,0
M,ac212,MATTITUCK,NY,zip11952,S,Y,25000,4.0984755,0,0,1000
F,ac701,BELFIELD,ND,zip58622,S,Y,30000,2.1034775000000003,3300,0,3300
F,ac309,HANNA_CITY,IL,zip61536,S,N,60000,3.0,2000,0,0
F,ac939,LAJAS,PR,zip667,S,Y,100000,0.0,0,0,0
M,ac501,VIOLA,AR,zip72583,M,N,20000,4.9682083,0,40,0
F,ac334,SPANISH_FORT,AL,zip36527,M,N,90000,5.0,0,3000,0
F,ac907,MOOSE_PASS,AK,zip99631,S,N,10000,0.0,0,0,0
M,ac951,ROSEVILLE,CA,zip95661,S,N,90000,9.3,87,0,0
F,ac425,BELLEVUE,WA,zip98015,S,Y,80000,0.0,0,0,0
M,ac217,RAMSEY,IL,zip62080,M,N,30000,3.0,0,4000,0
M,ac626,SAN_LUIS_OBISPO,CA,zip93403,S,Y,60000,9.3,87,0,272
F,ac801,BEAR_RIVER_CITY,UT,zip84301,S,Y,95000,7.0,2475,0,2475
M,ac251,BIRMINGHAM,AL,zip35280,M,N,45000,5.0,0,3000,0
M,ac860,NORTH_GROSVENORDALE,CT,zip6255,S,N,70000,5.0,12750,0,0
F,ac239,WINTER_HAVEN,FL,zip33882,S,Y,100000,0.0,0,0,0
M,ac712,STOCKPORT,IA,zip52651,S,N,35000,5.567322,40,0,0
F,ac907,TOK,AK,zip99780,M,N,65000,0.0,0,0,0
F,ac701,RIVERDALE,ND,zip58565,M,Y,85000,2.7410512,0,6600,3300
F,ac330,STRYKER,OH,zip43557,M,N,25000,1.3758974,0,2600,0
F,ac310,LOS_ANGELES,CA,zip90039,M,N,50000,9.3,0,174,0
M,ac623,ROLL,AZ,zip85347,S,Y,70000,3.8,2100,0,2300
F,ac662,SAUCIER,MS,zip39574,M,N,60000,5.0,0,12000,0
F,ac617,WEST_MILLBURY,MA,zip1586,M,Y,65000,5.3,0,7150,1000
F,ac920,SUAMICO,WI,zip54173,M,N,55000,5.4020367,0,1400,0
F,ac970,DENVER,CO,zip80237,M,Y,40000,4.63,0,0,0
F,ac954,TAMPA,FL,zip33661,M,Y,75000,0.0,0,0,0
M,ac920,WOODVILLE,WI,zip54028,S,Y,80000,5.8364150000000015,700,0,400
M,ac801,FRUITLAND,UT,zip84027,S,N,20000,7.0,2475,0,0
M,ac262,HOLMEN,WI,zip54636,M,Y,80000,5.8364150000000015,0,1400,400
F,ac702,LAS_VEGAS,NV,zip89156,M,Y,25000,0.0,0,0,0
M,ac240,KINGSVILLE,MD,zip21087,M,Y,55000,4.75,0,4800,2400
M,ac240,CASCADE,MD,zip21719,M,Y,60000,4.75,0,4800,2400
M,ac409,DICKENS,TX,zip79229,S,Y,20000,0.0,0,0,0
M,ac812,MAUCKPORT,IN,zip47142,M,N,55000,3.4,0,2000,0
F,ac302,GEORGETOWN,DE,zip19947,S,N,95000,5.95,110,0,0
F,ac307,SADDLESTRING,WY,zip82840,M,Y,5000,0.0,0,0,0
M,ac860,TORRINGTON,CT,zip6790,M,Y,65000,5.0,0,24500,0
M,ac651,LINDSTROM,MN,zip55045,S,Y,85000,7.85,3300,0,3300
F,ac351,NANTUCKET,MA,zip2554,M,N,65000,5.3,0,7150,0
M,ac848,PARSIPPANY,NJ,zip7054,M,Y,25000,1.4788542,0,2000,1500
F,ac580,BROMIDE,OK,zip74530,M,N,55000,6.25,0,2000,0
M,ac503,DILLARD,OR,zip97432,M,N,95000,9.0,0,318,0
M,ac256,PANOLA,AL,zip35477,S,Y,90000,5.0,1500,0,300
F,ac808,KUNIA,HI,zip96759,S,N,70000,8.25,1040,0,0
F,ac440,WAVERLY,OH,zip45690,M,Y,45000,2.039795,0,2600,1300
F,ac706,EDISON,GA,zip39846,S,Y,55000,6.0,2700,0,3000
F,ac307,LONETREE,WY,zip82936,M,Y,45000,0.0,0,0,0
M,ac816,SPRINGFIELD,MO,zip65806,M,Y,65000,6.0,0,4200,1200
M,ac623,APACHE_JUNCTION,AZ,zip85120,M,N,55000,3.5674999,0,4200,0
M,ac580,TULSA,OK,zip74135,S,Y,80000,6.25,1000,0,1000
F,ac406,CLANCY,MT,zip59634,M,Y,75000,6.9,0,3800,1900
F,ac704,SALISBURY,NC,zip28145,M,Y,30000,6.361888,0,6600,3300
F,ac617,WORCESTER,MA,zip1601,S,N,5000,5.3,3575,0,0
F,ac812,CELESTINE,IN,zip47521,M,Y,45000,3.4,0,2000,1000
M,ac802,WARDSBORO,VT,zip5355,M,Y,10000,3.6,0,6600,3300
M,ac803,CAMPOBELLO,SC,zip29322,M,Y,90000,7.0,0,6600,3300
M,ac406,HELENA,MT,zip59624,M,N,75000,6.9,0,3800,0
M,ac606,WILMORE,KY,zip40390,M,N,100000,6.0,0,40,0
M,ac208,HAMER,ID,zip83425,M,Y,55000,7.8,0,6600,3300
F,ac918,PIEDMONT,OK,zip73078,S,N,20000,6.25,1000,0,0
F,ac563,HONEY_CREEK,IA,zip51542,S,Y,90000,8.98,40,0,40
M,ac410,POINT_OF_ROCKS,MD,zip21777,M,N,90000,4.75,0,4800,0
M,ac918,ALLEN,OK,zip74825,S,N,80000,6.25,1000,0,0
M,ac304,GARY,WV,zip24836,S,N,85000,6.5,2000,0,0
F,ac803,GRAY_COURT,SC,zip29645,S,Y,80000,7.0,3300,0,3300
M,ac252,LOWGAP,NC,zip27024,M,Y,40000,6.571678,0,6600,3300
M,ac412,ALLENSVILLE,PA,zip17002,S,Y,10000,3.07,0,0,0
M,ac208,REUBENS,ID,zip83548,M,Y,100000,7.8,0,6600,3300
M,ac702,LAS_VEGAS,NV,zip89165,S,N,45000,0.0,0,0,0
F,ac423,SANTA_FE,TN,zip38482,S,Y,50000,0.0,0,0,0
F,ac406,BOYES,MT,zip59316,S,N,5000,2.3732758,1900,0,0
M,ac989,OKEMOS,MI,zip48805,S,Y,40000,3.9,3100,0,3100
M,ac501,ROGERS,AR,zip72756,M,N,35000,7.0,0,40,0
M,ac719,FOWLER,CO,zip81039,M,N,55000,4.63,0,0,0
F,ac201,TRENTON,NJ,zip8611,S,Y,35000,1.6365625,1000,0,1500
M,ac701,SHELDON,ND,zip58068,M,N,5000,2.1,0,6600,0
F,ac802,BRIDPORT,VT,zip5734,M,Y,5000,3.6,0,6600,3300
M,ac307,MANVILLE,WY,zip82227,S,N,55000,0.0,0,0,0
M,ac406,POWDERVILLE,MT,zip59345,M,Y,55000,6.9,0,3800,1900
F,ac203,HARTFORD,CT,zip6167,M,N,5000,3.0,0,24500,0
F,ac678,VALDOSTA,GA,zip31602,M,Y,35000,6.0,0,5400,3000
M,ac801,SALT_LAKE_CITY,UT,zip84199,M,Y,95000,7.0,0,4950,2475
M,ac907,SAINT_GEORGE_ISLAND,AK,zip99591,M,Y,15000,0.0,0,0,0
M,ac939,SAN_LORENZO,PR,zip754,M,N,85000,0.0,0,0,0
M,ac251,REFORM,AL,zip35481,M,N,20000,5.0,0,3000,0
F,ac802,ISLAND_POND,VT,zip5846,S,Y,60000,4.1988535,3300,0,3300
F,ac323,PENRYN,CA,zip95663,S,N,85000,9.3,87,0,0
M,ac775,FALLON,NV,zip89407,S,N,40000,0.0,0,0,0
M,ac478,ATLANTA,GA,zip30327,S,N,80000,6.0,2700,0,0
F,ac504,GEORGETOWN,LA,zip71432,M,N,25000,6.0,0,9000,0
M,ac304,CHARLESTON,WV,zip25327,M,Y,45000,5.45,0,4000,2000
M,ac605,DALLAS,SD,zip57529,S,Y,45000,0.0,0,0,0
M,ac608,SPRING_GREEN,WI,zip53588,S,Y,35000,5.0545335,700,0,400
F,ac253,COWICHE,WA,zip98923,M,N,50000,0.0,0,0,0
M,ac405,GOULD,OK,zip73544,S,N,20000,6.25,1000,0,0
F,ac802,BROOKFIELD,VT,zip5036,S,N,90000,4.7957172,3300,0,0
F,ac864,SUMMERVILLE,SC,zip29484,M,N,35000,7.0,0,6600,0
F,ac732,MARTINSVILLE,NJ,zip8836,S,Y,100000,2.6616669,1000,0,1500
M,ac248,ODEN,MI,zip49764,M,N,10000,3.9,0,6200,0
M,ac318,CLARKS,LA,zip71415,M,N,75000,6.0,0,9000,0
F,ac703,FREDERICKSBURG,VA,zip22408,M,N,70000,5.75,0,1800,0
M,ac401,ASHAWAY,RI,zip2804,S,Y,85000,0.0,0,0,0
M,ac701,NECHE,ND,zip58265,S,Y,40000,2.2194002,3300,0,3300
M,ac856,NEW_BRUNSWICK,NJ,zip8989,M,N,10000,1.4,0,2000,0
M,ac303,LOVELAND,CO,zip80537,S,Y,35000,4.63,0,0,0
M,ac615,MC_DONALD,TN,zip37353,S,N,70000,0.0,0,0,0
F,ac774,SPENCER,MA,zip1562,M,Y,40000,5.3,0,7150,1000
F,ac985,ERWINVILLE,LA,zip70729,S,Y,50000,6.0,4500,0,1000
F,ac404,WALESKA,GA,zip30183,S,N,30000,6.0,2700,0,0
M,ac620,HUTCHINSON,KS,zip67502,M,N,65000,6.45,0,4500,0
F,ac405,LOOKEBA,OK,zip73053,S,Y,100000,6.25,1000,0,1000
M,ac202,WASHINGTON,DC,zip20043,S,N,95000,9.0,1370,0,0
M,ac662,JAYESS,MS,zip39641,S,Y,75000,5.0,6000,0,1500
F,ac337,BATON_ROUGE,LA,zip70812,M,N,80000,6.0,0,9000,0
M,ac970,YAMPA,CO,zip80483,S,N,10000,4.63,0,0,0
F,ac410,DOWELL,MD,zip20629,M,N,10000,4.75,0,4800,0
M,ac765,ORESTES,IN,zip46063,S,Y,5000,3.4,1000,0,1000
M,ac765,KENNARD,IN,zip47351,M,Y,85000,3.4,0,2000,1000
M,ac803,GEORGETOWN,SC,zip29442,S,N,35000,7.0,3300,0,0
F,ac318,NEW_ORLEANS,LA,zip70140,M,Y,70000,6.0,0,9000,1000
M,ac208,ELK_CITY,ID,zip83525,M,Y,15000,5.529042,0,6600,3300
M,ac661,SAN_FRANCISCO,CA,zip94127,M,N,40000,8.951314,0,174,0
M,ac701,BANTRY,ND,zip58713,M,Y,10000,2.1,0,6600,3300
F,ac501,WEST_POINT,AR,zip72178,S,Y,85000,7.0,20,0,20
F,ac435,PROVO,UT,zip84602,S,Y,15000,7.0,2475,0,2475
F,ac608,MADISON,WI,zip53703,S,N,70000,5.6626635,700,0,0
F,ac207,WATERVILLE,ME,zip4903,S,N,40000,8.5,2850,0,0
F,ac808,PRINCEVILLE,HI,zip96722,M,N,10000,2.8421054,0,2080,0
F,ac301,BALTIMORE,MD,zip21231,M,N,90000,4.75,0,4800,0
F,ac304,IAEGER,WV,zip24844,M,Y,65000,6.5,0,4000,2000
M,ac847,ROCHELLE,IL,zip61068,M,Y,55000,3.0,0,4000,2000
M,ac308,NORTH_PLATTE,NE,zip69101,M,Y,75000,6.84,0,206,103
M,ac580,CATOOSA,OK,zip74015,S,Y,80000,6.25,1000,0,1000
M,ac802,SALISBURY,VT,zip5769,M,N,30000,3.6019895,0,6600,0
F,ac401,NEWPORT,RI,zip2841,M,Y,15000,0.0,0,0,0
F,ac918,MILBURN,OK,zip73450,M,N,45000,6.25,0,2000,0
F,ac904,ORLANDO,FL,zip32878,M,Y,75000,0.0,0,0,0
M,ac318,WATERPROOF,LA,zip71375,M,N,85000,6.0,0,9000,0
F,ac952,SAUK_RAPIDS,MN,zip56379,M,Y,80000,7.85,0,6600,3300
F,ac206,TRACYTON,WA,zip98393,S,Y,35000,0.0,0,0,0
F,ac701,DES_LACS,ND,zip58733,S,N,90000,2.7990127,3300,0,0
M,ac405,ARAPAHO,OK,zip73620,S,N,80000,6.25,1000,0,0
M,ac915,GEORGETOWN,TX,zip78628,S,Y,30000,0.0,0,0,0
F,ac207,SURRY,ME,zip4684,S,Y,65000,8.5,2850,0,2850
F,ac203,GAYLORDSVILLE,CT,zip6755,M,Y,95000,5.0,0,24500,0
F,ac605,SIOUX_FALLS,SD,zip57195,S,N,80000,0.0,0,0,0
F,ac636,KIRBYVILLE,MO,zip65679,M,N,25000,6.0,0,4200,0
F,ac718,ANCRAM,NY,zip12502,S,Y,55000,4.272256,0,0,1000
F,ac479,BONO,AR,zip72416,M,N,20000,4.9682083,0,40,0
F,ac515,NEW_VIENNA,IA,zip52065,M,N,15000,2.479763,0,80,0
F,ac952,CALLAWAY,MN,zip56521,M,N,5000,5.35,0,6600,0
F,ac918,FAIRVIEW,OK,zip73737,S,N,95000,6.25,1000,0,0
M,ac702,ROUND_MOUNTAIN,NV,zip89045,S,N,20000,0.0,0,0,0
F,ac318,GHEENS,LA,zip70355,S,Y,25000,6.0,4500,0,1000
F,ac256,PINSON,AL,zip35126,S,Y,95000,5.0,1500,0,300
F,ac630,BRACEVILLE,IL,zip60407,S,Y,20000,3.0,2000,0,2000
F,ac603,MERIDEN,NH,zip3770,M,N,20000,0.0,0,0,0
F,ac860,STAMFORD,CT,zip6910,M,Y,25000,5.0,0,24500,0
M,ac402,WISNER,NE,zip68791,S,Y,80000,6.84,103,0,103
F,ac251,VINEGAR_BEND,AL,zip36584,S,Y,75000,5.0,1500,0,300
F,ac781,BERKLEY,MA,zip2779,S,N,30000,5.3,3575,0,0
M,ac281,KEMPNER,TX,zip76539,S,N,80000,0.0,0,0,0
F,ac435,ROY,UT,zip84067,M,Y,90000,7.0,0,4950,2475
M,ac620,FORD,KS,zip67842,M,Y,90000,6.45,0,4500,2250
M,ac860,WESTON,CT,zip6883,S,Y,65000,5.0,12750,0,0
F,ac401,FOSTER,RI,zip2825,S,N,75000,0.0,0,0,0
M,ac610,HARMONSBURG,PA,zip16422,S,Y,35000,3.07,0,0,0
F,ac815,STOCKLAND,IL,zip60967,M,N,10000,3.0,0,4000,0
M,ac234,NEW_WESTON,OH,zip45348,S,Y,40000,1.8738205,1300,0,1300
F,ac202,WASHINGTON,DC,zip20222,S,N,40000,9.0,1370,0,0
F,ac701,MINOT,ND,zip58707,M,Y,15000,2.1,0,6600,3300
M,ac918,INDIANOLA,OK,zip74442,S,Y,20000,6.25,1000,0,1000
F,ac480,HAYDEN,AZ,zip85235,M,N,5000,2.87,0,4200,0
M,ac808,HONOLULU,HI,zip96843,S,Y,40000,8.25,1040,0,1040
F,ac775,SMITH,NV,zip89430,M,Y,90000,0.0,0,0,0
M,ac308,LAWRENCE,NE,zip68957,S,N,75000,6.84,103,0,0
M,ac816,SPRINGFIELD,MO,zip65805,S,Y,65000,6.0,2100,0,1200
M,ac641,HOUGHTON,IA,zip52631,M,Y,35000,5.567322,0,80,40
F,ac701,MAX,ND,zip58759,M,Y,70000,2.5671675,0,6600,3300
M,ac765,SCOTTSBURG,IN,zip47170,M,Y,50000,3.4,0,2000,1000
F,ac234,CLEVELAND,OH,zip44101,S,Y,50000,2.2057693,1300,0,1300
F,ac304,MAIDSVILLE,WV,zip26541,M,N,100000,6.5,0,4000,0
F,ac641,WESTPHALIA,IA,zip51578,M,N,60000,8.98,0,80,0
F,ac401,GREENE,RI,zip2827,S,N,50000,0.0,0,0,0
F,ac732,BARNEGAT_LIGHT,NJ,zip8006,M,Y,25000,1.4788542,0,2000,1500
M,ac918,BRISTOW,OK,zip74010,M,N,85000,6.25,0,2000,0
M,ac228,TOUGALOO,MS,zip39174,M,Y,10000,5.0,0,12000,1500
F,ac202,WASHINGTON,DC,zip20090,S,Y,95000,9.0,1370,0,1370
F,ac620,MCCONNELL_AFB,KS,zip67221,S,Y,10000,3.5,2250,0,2250
M,ac502,HARNED,KY,zip40144,S,Y,60000,5.166667,20,0,20
M,ac301,LA_PLATA,MD,zip20646,S,Y,80000,4.75,2400,0,2400
F,ac801,BINGHAM_CANYON,UT,zip84006,S,Y,15000,7.0,2475,0,2475
F,ac808,KILAUEA,HI,zip96754,S,Y,60000,8.25,1040,0,1040
F,ac757,WOODS_CROSS_ROADS,VA,zip23190,S,N,100000,5.75,900,0,0
M,ac202,WASHINGTON,DC,zip20064,S,Y,65000,9.0,1370,0,1370
M,ac904,TAMPA,FL,zip33607,M,N,70000,0.0,0,0,0
M,ac775,LAS_VEGAS,NV,zip89141,S,Y,90000,0.0,0,0,0
F,ac501,BENTON,AR,zip72158,M,Y,20000,4.9682083,0,40,20
F,ac641,CLINTON,IA,zip52732,M,Y,95000,8.98,0,80,40
F,ac603,CONCORD,NH,zip3301,M,N,45000,0.0,0,0,0
M,ac559,WHITTIER,CA,zip90601,M,N,35000,7.7709284,0,174,0
F,ac603,LYNDEBOROUGH,NH,zip3082,S,Y,65000,0.0,0,0,0
F,ac505,ANTON_CHICO,NM,zip87711,S,Y,40000,5.3,3300,0,3300
F,ac636,SOLO,MO,zip65564,S,N,100000,6.0,2100,0,0
M,ac765,WINCHESTER,IN,zip47394,M,Y,80000,3.4,0,2000,1000
M,ac406,MISSOULA,MT,zip59807,M,N,50000,6.9,0,3800,0
F,ac740,AKRON,OH,zip44307,M,Y,30000,1.5418718,0,2600,1300
M,ac336,FAIR_BLUFF,NC,zip28439,M,Y,65000,7.0961537,0,6600,3300
F,ac573,VANDALIA,MO,zip63382,S,N,10000,6.0,2100,0,0
F,ac406,MALMSTROM_A_F_B,MT,zip59402,S,Y,60000,6.9,1900,0,1900
M,ac651,MINNEAPOLIS,MN,zip55448,M,N,60000,7.4572573,0,6600,0
M,ac302,WILMINGTON,DE,zip19810,M,N,35000,4.2454550000000015,0,220,0
F,ac339,NEWTON_UPPER_FALLS,MA,zip2464,S,Y,55000,5.3,3575,0,1000
F,ac501,WABBASEKA,AR,zip72175,M,N,70000,7.0,0,40,0
M,ac202,WASHINGTON,DC,zip20232,S,N,60000,9.0,1370,0,0
M,ac734,GRAND_RAPIDS,MI,zip49506,S,N,85000,3.9,3100,0,0
F,ac541,EUGENE,OR,zip97408,S,Y,20000,9.0,159,0,159
M,ac660,ALTAMONT,MO,zip64620,M,N,75000,6.0,0,4200,0
M,ac302,SEAFORD,DE,zip19973,M,N,55000,5.609091,0,220,0
F,ac216,CLAY_CENTER,OH,zip43408,M,N,10000,0.8779744,0,2600,0
M,ac804,TANNERSVILLE,VA,zip24377,S,Y,50000,5.75,900,0,900
F,ac787,SAN_JUAN,PR,zip930,S,Y,10000,0.0,0,0,0
F,ac850,FORT_LAUDERDALE,FL,zip33337,M,N,55000,0.0,0,0,0
F,ac850,HOLLYWOOD,FL,zip33023,M,N,10000,0.0,0,0,0
F,ac706,SAVANNAH,GA,zip31412,M,Y,90000,6.0,0,5400,3000
F,ac907,BETTLES_FIELD,AK,zip99726,S,Y,5000,0.0,0,0,0
F,ac701,BROCKET,ND,zip58321,M,N,100000,2.914935,0,6600,0
F,ac808,KULA,HI,zip96790,S,N,65000,8.25,1040,0,0
F,ac603,ANTRIM,NH,zip3440,S,N,60000,0.0,0,0,0
M,ac229,ALBANY,GA,zip31721,S,N,60000,6.0,2700,0,0
M,ac864,MAULDIN,SC,zip29662,S,N,30000,7.0,3300,0,0
M,ac316,SCHOENCHEN,KS,zip67667,M,N,45000,6.45,0,4500,0
M,ac719,YAMPA,CO,zip80483,M,Y,25000,4.63,0,0,0
F,ac631,EATON,NY,zip13334,M,Y,15000,4.040549,0,0,1000
M,ac770,JONESBORO,GA,zip30236,S,N,10000,6.0,2700,0,0
M,ac423,MANCHESTER,TN,zip37349,S,Y,55000,0.0,0,0,0
M,ac719,U_S_A_F_ACADEMY,CO,zip80841,M,N,30000,4.63,0,0,0
M,ac240,COLUMBIA,MD,zip21044,S,N,40000,4.75,2400,0,0
F,ac312,MATHERVILLE,IL,zip61263,M,Y,35000,3.0,0,4000,2000
M,ac203,NORWALK,CT,zip6854,M,Y,25000,5.0,0,24500,0
F,ac939,TOA_ALTA,PR,zip953,S,N,100000,0.0,0,0,0
F,ac443,JARRETTSVILLE,MD,zip21084,M,Y,85000,4.75,0,4800,2400
F,ac860,WASHINGTON,CT,zip6793,M,N,55000,5.0,0,24500,0
M,ac603,NEWTON_JUNCTION,NH,zip3859,S,N,30000,0.0,0,0,0
F,ac302,NEWARK,DE,zip19711,M,N,90000,5.95,0,220,0
M,ac701,YPSILANTI,ND,zip58497,M,Y,35000,2.161439,0,6600,3300
F,ac318,CREOLE,LA,zip70632,S,N,85000,6.0,4500,0,0
F,ac316,TOPEKA,KS,zip66609,M,N,65000,6.45,0,4500,0
M,ac308,SARONVILLE,NE,zip68975,S,N,95000,6.84,103,0,0
F,ac269,FLINT,MI,zip48505,S,N,30000,3.9,3100,0,0
F,ac252,RALEIGH,NC,zip27610,S,N,5000,6.0,3300,0,0
M,ac662,GREENVILLE,MS,zip38704,S,N,30000,5.0,6000,0,0
M,ac567,CHILO,OH,zip45112,M,N,10000,0.8779744,0,2600,0
F,ac352,LAKE_HAMILTON,FL,zip33851,S,Y,85000,0.0,0,0,0
M,ac712,WIOTA,IA,zip50274,S,N,90000,8.98,40,0,0
M,ac912,GORDON,GA,zip31031,M,Y,30000,6.0,0,5400,3000
F,ac618,MILMINE,IL,zip61855,S,N,95000,3.0,2000,0,0
F,ac602,PRESCOTT,AZ,zip86304,S,Y,5000,2.87,2100,0,2300
F,ac802,CHESTER_DEPOT,VT,zip5144,S,Y,15000,3.6,3300,0,3300
F,ac608,GREEN_BAY,WI,zip54301,S,Y,45000,5.228285,700,0,400
F,ac256,GRAYSVILLE,AL,zip35073,S,N,5000,5.0,1500,0,0
M,ac513,BEALLSVILLE,OH,zip43716,M,N,65000,2.7036924,0,2600,0
F,ac262,SHELL_LAKE,WI,zip54871,M,Y,10000,4.6201550000000005,0,1400,400
F,ac719,DINOSAUR,CO,zip81610,S,N,30000,4.63,0,0,0
M,ac206,HARRAH,WA,zip98933,S,Y,10000,0.0,0,0,0
F,ac913,BURLINGTON,KS,zip66839,M,Y,45000,6.45,0,4500,2250
F,ac202,WASHINGTON,DC,zip20008,M,Y,35000,9.0,0,2740,1370
M,ac603,NORTH_HAMPTON,NH,zip3862,M,Y,70000,0.0,0,0,0
M,ac509,ELLENSBURG,WA,zip98926,S,N,5000,0.0,0,0,0
M,ac503,PRINCETON,OR,zip97721,S,N,15000,9.0,159,0,0
M,ac425,WAUNA,WA,zip98395,M,N,100000,0.0,0,0,0
M,ac317,FOLSOMVILLE,IN,zip47614,M,Y,50000,3.4,0,2000,1000
F,ac904,CRESTVIEW,FL,zip32536,M,Y,25000,0.0,0,0,0
F,ac307,CHEYENNE,WY,zip82008,M,N,90000,0.0,0,0,0
